issue_id,journal_id,user,notes,created_on,details,property,name,old_value,new_value
208541,1858158,Ana Poly Ferreira da Silva,,2025-05-09 21:28:03,"[{'property': 'relation', 'name': 'relates', 'new_value': '198355'}]",relation,relates,,198355
208541,1858159,Ana Poly Ferreira da Silva,,2025-05-09 21:31:22,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '595', 'new_value': '2243'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}, {'property': 'attr', 'name': 'description', 'old_value': 'Informo que o caso de uso foi atualizado prevendo a gravação no histórico dos vínculos mantidos na situação ""Em Cadastro"".\r\n\r\n\r\n', 'new_value': 'Informo que o caso de uso foi atualizado prevendo a gravação no histórico dos vínculos mantidos na situação ""Em Cadastro"".\r\n\r\nSegue link para baixar a versão do caso de uso:\r\nhttps://prodeboffice365.sharepoint.com/sites/solues/Documentos%20Compartilhados/FIPLAN/Casos%20de%20Uso/17.%20GEST%C3%83O/SEGURAN%C3%87A/Manter_Perfil.docx \r\n'}]",,,,
208539,1858156,Cristina de Souza Azevedo,,2025-05-09 21:10:30,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208538,1858154,Cristina de Souza Azevedo,,2025-05-09 21:10:03,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208537,1858147,Ana Poly Ferreira da Silva,,2025-05-09 20:57:00,"[{'property': 'relation', 'name': 'relates', 'new_value': '198355'}]",relation,relates,,198355
208537,1858148,Ana Poly Ferreira da Silva,,2025-05-09 20:57:12,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}]",attr,status_id,199,200
208537,1858149,Ana Poly Ferreira da Silva,,2025-05-09 20:57:23,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '595', 'new_value': '2243'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,assigned_to_id,595,2243
208537,1858152,Ana Poly Ferreira da Silva,,2025-05-09 21:01:44,"[{'property': 'attr', 'name': 'description', 'old_value': 'Solicito verificar o motivo do sistema ter passado a excluir todos os vínculos do Perfil com usuário para qualquer alteração realizada no Perfil.\r\n\r\nSegue evidência, em anexo.', 'new_value': 'Solicito verificar o motivo do sistema ter passado a excluir todos os vínculos do Perfil com usuário para qualquer alteração realizada no Perfil.\r\n\r\nEstes vínculos, do perfil com usuários, nunca devem ser excluídos sendo atualizados apenas no momento da inativação do Perfil com as informações da data de fim da vigência e do usuário de inativação.\r\n\r\nSegue evidência, em anexo.'}]",attr,description,"Solicito verificar o motivo do sistema ter passado a excluir todos os vínculos do Perfil com usuário para qualquer alteração realizada no Perfil.rnrnSegue evidência, em anexo.","Solicito verificar o motivo do sistema ter passado a excluir todos os vínculos do Perfil com usuário para qualquer alteração realizada no Perfil.rnrnEstes vínculos, do perfil com usuários, nunca devem ser excluídos sendo atualizados apenas no momento da inativação do Perfil com as informações da data de fim da vigência e do usuário de inativação.rnrnSegue evidência, em anexo."
208536,1858142,Gemima de Freitas Machado Muniz,,2025-05-09 20:50:17,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}]",attr,status_id,199,200
208536,1858143,Gemima de Freitas Machado Muniz,,2025-05-09 20:50:24,"[{'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,status_id,200,156
208536,1858150,Gemima de Freitas Machado Muniz,,2025-05-09 20:58:00,"[{'property': 'attr', 'name': 'description', 'old_value': 'Favor verificar a mensagem exibida na tela ao tentar salvar uma alteração.\r\nO erro ocorre nos ambientes de Teste Integrado e Homologação', 'new_value': 'Favor verificar a mensagem exibida na tela ao tentar salvar uma alteração.\r\nO erro ocorre nos ambientes de Teste Integrado e Homologação\r\nNR 1112510101\r\nCampo alterado: Data fim da vigência (para 28/12/2025)'}]",attr,description,Favor verificar a mensagem exibida na tela ao tentar salvar uma alteração.rnO erro ocorre nos ambientes de Teste Integrado e Homologação,Favor verificar a mensagem exibida na tela ao tentar salvar uma alteração.rnO erro ocorre nos ambientes de Teste Integrado e HomologaçãornNR 1112510101rnCampo alterado: Data fim da vigência (para 28/12/2025)
208535,1858141,Monica  Alves Gomes da Costa,,2025-05-09 20:48:24,"[{'property': 'relation', 'name': 'relates', 'new_value': '204331'}]",relation,relates,,204331
208533,1858134,Marilia Pedreira,,2025-05-09 20:27:00,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1557', 'new_value': '1211'}, {'property': 'attr', 'name': 'status_id', 'old_value': '192', 'new_value': '193'}]",attr,assigned_to_id,1557,1211
208532,1858125,Cristina de Souza Azevedo,,2025-05-09 20:12:18,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208531,1858123,Cristina de Souza Azevedo,,2025-05-09 20:08:09,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208529,1858113,Marilia Pedreira,,2025-05-09 20:02:09,"[{'property': 'attachment', 'name': '318065', 'new_value': 'Sugestoes Mudanças M&A 102.docx'}]",attachment,318065,,Sugestoes Mudanças M&A 102.docx
208529,1858115,Marilia Pedreira,,2025-05-09 20:02:36,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1557', 'new_value': '1211'}, {'property': 'attr', 'name': 'status_id', 'old_value': '192', 'new_value': '193'}]",attr,assigned_to_id,1557,1211
208527,1858083,Monica  Alves Gomes da Costa,,2025-05-09 19:34:44,"[{'property': 'attr', 'name': 'description', 'old_value': 'Ao inserir o campo Escriturada não aparece o domínio.', 'new_value': 'Favor verificar que ao inserir o campo Escriturada não aparece o domínio.'}]",attr,description,Ao inserir o campo Escriturada não aparece o domínio.,Favor verificar que ao inserir o campo Escriturada não aparece o domínio.
208527,1858086,Monica  Alves Gomes da Costa,,2025-05-09 19:35:48,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}, {'property': 'attachment', 'name': '318061', 'new_value': '208527.png'}]",attr,status_id,199,200
208527,1858088,Monica  Alves Gomes da Costa,,2025-05-09 19:36:06,"[{'property': 'relation', 'name': 'relates', 'new_value': '204331'}]",relation,relates,,204331
208527,1858094,Monica  Alves Gomes da Costa,,2025-05-09 19:38:57,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1741', 'new_value': '2755'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,assigned_to_id,1741,2755
208526,1858079,Ligia Simone Vianna,,2025-05-09 19:32:41,"[{'property': 'attr', 'name': 'description', 'old_value': 'Cenário: P405 C03 I0007  PAOE\r\n1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.\r\n2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.\r\n3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.\r\n4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.\r\n\r\nErros encontrados:\r\nO botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.\r\nTela de Remover Explicação exibindo dados atualizado.\r\n\r\n', 'new_value': 'Cenário: P405 C03 I0007  PAOE\r\n1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.\r\n2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.\r\n3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.\r\n4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.\r\n\r\nErros encontrados:\r\nO botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.\r\nTela de +Remover Explicação+ exibindo dados atualizado.\r\n\r\n'}]",attr,description,"Cenário: P405 C03 I0007  PAOErn1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.rn2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.rn3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.rn4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.rnrnErros encontrados:rnO botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.rnTela de Remover Explicação exibindo dados atualizado.rnrn","Cenário: P405 C03 I0007  PAOErn1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.rn2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.rn3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.rn4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.rnrnErros encontrados:rnO botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.rnTela de +Remover Explicação+ exibindo dados atualizado.rnrn"
208526,1858081,Ligia Simone Vianna,,2025-05-09 19:33:03,"[{'property': 'relation', 'name': 'relates', 'new_value': '206243'}]",relation,relates,,206243
208526,1858082,Ligia Simone Vianna,,2025-05-09 19:33:43,"[{'property': 'attr', 'name': 'description', 'old_value': 'Cenário: P405 C03 I0007  PAOE\r\n1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.\r\n2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.\r\n3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.\r\n4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.\r\n\r\nErros encontrados:\r\nO botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.\r\nTela de +Remover Explicação+ exibindo dados atualizado.\r\n\r\n', 'new_value': 'Cenário: P405 C03 I0007  PAOE\r\n1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.\r\n2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.\r\n3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.\r\n4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.\r\n\r\nErros encontrados:\r\n* O botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.\r\n* Tela de +Remover Explicação+ exibindo dados atualizado.\r\n\r\n'}]",attr,description,"Cenário: P405 C03 I0007  PAOErn1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.rn2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.rn3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.rn4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.rnrnErros encontrados:rnO botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.rnTela de +Remover Explicação+ exibindo dados atualizado.rnrn","Cenário: P405 C03 I0007  PAOErn1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.rn2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.rn3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.rn4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.rnrnErros encontrados:rn* O botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.rn* Tela de +Remover Explicação+ exibindo dados atualizado.rnrn"
208526,1858118,Ligia Simone Vianna,,2025-05-09 20:05:46,"[{'property': 'attr', 'name': 'description', 'old_value': 'Cenário: P405 C03 I0007  PAOE\r\n1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.\r\n2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.\r\n3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.\r\n4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.\r\n\r\nErros encontrados:\r\n* O botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.\r\n* Tela de +Remover Explicação+ exibindo dados atualizado.\r\n\r\n', 'new_value': 'Cenário: P405 C03 I0007  PAOE\r\n1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.\r\n2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.\r\n3 - Cliquei em *Remover Explicação*, confirmei a remoção e salvei o relato a operação ocorreu corretamente.\r\n\r\nErro encontrado:\r\n* O botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.\r\n\r\n\r\n'}]",attr,description,"Cenário: P405 C03 I0007  PAOErn1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.rn2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.rn3 - Cliquei em *Remover Explicação* o sistema exibiu a de +Remover Explicação+ porém exibiu os dados atualizados e não o gravado.rn4 - Confirmei a remoção e salvei o relato a operação ocorreu corretamente.rnrnErros encontrados:rn* O botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.rn* Tela de +Remover Explicação+ exibindo dados atualizado.rnrn","Cenário: P405 C03 I0007  PAOErn1- Acompanhamento: Planejei a Ação 4957 que tinha qtd não distribuída igual a 1.rn2 - Ao voltar para o relato a quantidade atualizada estava igual a zero, o botão *Explicar Não Distribuição* continuava habilitado que deveria estar desabilitado.rn3 - Cliquei em *Remover Explicação*, confirmei a remoção e salvei o relato a operação ocorreu corretamente.rnrnErro encontrado:rn* O botão *Explicar Não Distribuição* habilitado com *Quantidade não Distribuída Total* igual a zero.rnrnrn"
208526,1858119,Ligia Simone Vianna,,2025-05-09 20:05:59,"[{'property': 'attachment', 'name': '318060', 'old_value': 'Remover explicação exibe dados atualizados - deve exibir o dado gravado.png'}]",attachment,318060,Remover explicação exibe dados atualizados - deve exibir o dado gravado.png,
208526,1858120,Ligia Simone Vianna,,2025-05-09 20:06:30,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}]",attr,status_id,199,200
208526,1858121,Ligia Simone Vianna,,2025-05-09 20:06:43,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1987', 'new_value': '2247'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,assigned_to_id,1987,2247
208521,1858063,Sabrina de Lima Campos,,2025-05-09 19:24:11,"[{'property': 'cf', 'name': '371', 'old_value': '', 'new_value': '2025-05-09'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '71'}]",cf,371,,2025-05-09
208521,1858064,Sabrina de Lima Campos,,2025-05-09 19:25:34,"[{'property': 'attr', 'name': 'status_id', 'old_value': '71', 'new_value': '73'}]",attr,status_id,71,73
208517,1857989,Cristina de Souza Azevedo,,2025-05-09 18:34:41,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208517,1858041,Cristina de Souza Azevedo,,2025-05-09 18:59:11,"[{'property': 'cf', 'name': '221', 'old_value': '', 'new_value': '3'}]",cf,221,,3
208514,1857976,Cristina de Souza Azevedo,,2025-05-09 18:31:52,"[{'property': 'relation', 'name': 'copied_from', 'new_value': '208509'}]",relation,copied_from,,208509
208514,1857978,Cristina de Souza Azevedo,,2025-05-09 18:32:11,"[{'property': 'relation', 'name': 'copied_from', 'old_value': '208509'}]",relation,copied_from,208509,
208514,1857981,Cristina de Souza Azevedo,,2025-05-09 18:32:19,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208514,1858042,Cristina de Souza Azevedo,,2025-05-09 18:59:24,"[{'property': 'cf', 'name': '221', 'old_value': '', 'new_value': '3'}]",cf,221,,3
208512,1858018,Thiago Costa Vieira Borges Miranda,,2025-05-09 18:44:49,"[{'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '71'}]",attr,status_id,154,71
208512,1858108,Thiago Costa Vieira Borges Miranda,,2025-05-09 19:59:17,"[{'property': 'cf', 'name': '371', 'old_value': '2025-05-12', 'new_value': '2025-05-09'}, {'property': 'attr', 'name': 'done_ratio', 'old_value': '0', 'new_value': '100'}, {'property': 'attr', 'name': 'status_id', 'old_value': '71', 'new_value': '73'}]",cf,371,2025-05-12,2025-05-09
208511,1857971,Cristina de Souza Azevedo,,2025-05-09 18:30:08,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208511,1858043,Cristina de Souza Azevedo,,2025-05-09 18:59:36,"[{'property': 'cf', 'name': '221', 'old_value': '', 'new_value': '3'}]",cf,221,,3
208509,1857961,Cristina de Souza Azevedo,,2025-05-09 18:26:25,"[{'property': 'attr', 'name': 'description', 'old_value': 'Adequar as funcionalidades de Órgão quanto ao CNPJ alfanumérico conforme artefatos:\r\n\r\n*Caso de Uso:* Manter_Orgao.docx\r\n*Versão:* 4.0\r\n*Disponível em:* https://prodeboffice365.sharepoint.com/:f:/r/sites/solues/Documentos%20Compartilhados/FIPLAN/Casos%20de%20Uso/01.%20TABELAS/INSTITUCIONAL?csf=1&web=1&e=IngusZ\r\n\r\nResumo:\r\n* Tratar o CNPJ do Órgão como alfanumérico;\r\n* Alterar a máscara do CNPJ do Órgão para AA.AAA.AAA/AAAA-99;\r\n* Ao gravar pessoa jurídica, armazenar CPNJ como tipo alfanumérico;\r\n* Ao gravar pessoa jurídica, armazenar os zeros à esquerda do CNPJ (até 14 posições)\r\n* Tratar o CNPJ alfanumérico, com zeros à esquerda, nas validações que comparam CNPJ (Exemplo: FA: 2.2.2, 2.2.3).\r\n\r\n\r\n', 'new_value': 'Adequar as funcionalidades de Órgão quanto ao CNPJ alfanumérico conforme artefatos:\r\n\r\n*Caso de Uso:* Manter_Orgao.docx\r\n*Versão:* 4.0\r\n*Disponível em:* https://prodeboffice365.sharepoint.com/:f:/r/sites/solues/Documentos%20Compartilhados/FIPLAN/Casos%20de%20Uso/01.%20TABELAS/INSTITUCIONAL?csf=1&web=1&e=IngusZ\r\n\r\nResumo:\r\n* Tratar o CNPJ do Órgão como alfanumérico;\r\n* Alterar a máscara do CNPJ do Órgão para AA.AAA.AAA/AAAA-99;\r\n* Ao gravar pessoa jurídica, armazenar CNPJ como tipo alfanumérico;\r\n* Ao gravar pessoa jurídica, armazenar os zeros à esquerda do CNPJ (até 14 posições)\r\n* Tratar o CNPJ alfanumérico, com zeros à esquerda, nas validações que comparam CNPJ (Exemplo: FA: 2.2.2, 2.2.3).\r\n\r\n\r\n'}]",attr,description,"Adequar as funcionalidades de Órgão quanto ao CNPJ alfanumérico conforme artefatos:rnrn*Caso de Uso:* Manter_Orgao.docxrn*Versão:* 4.0rn*Disponível em:* https://prodeboffice365.sharepoint.com/:f:/r/sites/solues/Documentos%20Compartilhados/FIPLAN/Casos%20de%20Uso/01.%20TABELAS/INSTITUCIONAL?csf=1&web=1&e=IngusZrnrnResumo:rn* Tratar o CNPJ do Órgão como alfanumérico;rn* Alterar a máscara do CNPJ do Órgão para AA.AAA.AAA/AAAA-99;rn* Ao gravar pessoa jurídica, armazenar CPNJ como tipo alfanumérico;rn* Ao gravar pessoa jurídica, armazenar os zeros à esquerda do CNPJ (até 14 posições)rn* Tratar o CNPJ alfanumérico, com zeros à esquerda, nas validações que comparam CNPJ (Exemplo: FA: 2.2.2, 2.2.3).rnrnrn","Adequar as funcionalidades de Órgão quanto ao CNPJ alfanumérico conforme artefatos:rnrn*Caso de Uso:* Manter_Orgao.docxrn*Versão:* 4.0rn*Disponível em:* https://prodeboffice365.sharepoint.com/:f:/r/sites/solues/Documentos%20Compartilhados/FIPLAN/Casos%20de%20Uso/01.%20TABELAS/INSTITUCIONAL?csf=1&web=1&e=IngusZrnrnResumo:rn* Tratar o CNPJ do Órgão como alfanumérico;rn* Alterar a máscara do CNPJ do Órgão para AA.AAA.AAA/AAAA-99;rn* Ao gravar pessoa jurídica, armazenar CNPJ como tipo alfanumérico;rn* Ao gravar pessoa jurídica, armazenar os zeros à esquerda do CNPJ (até 14 posições)rn* Tratar o CNPJ alfanumérico, com zeros à esquerda, nas validações que comparam CNPJ (Exemplo: FA: 2.2.2, 2.2.3).rnrnrn"
208509,1857963,Cristina de Souza Azevedo,,2025-05-09 18:28:04,"[{'property': 'cf', 'name': '271', 'old_value': '', 'new_value': '4.0'}, {'property': 'cf', 'name': '252', 'old_value': 'SEFAZ', 'new_value': 'SEPLAN'}, {'property': 'attr', 'name': 'description', 'old_value': 'Adequar as funcionalidades de Órgão quanto ao CNPJ alfanumérico conforme artefatos:\r\n\r\n*Caso de Uso:* Manter_Orgao.docx\r\n*Versão:* 4.0\r\n*Disponível em:* https://prodeboffice365.sharepoint.com/:f:/r/sites/solues/Documentos%20Compartilhados/FIPLAN/Casos%20de%20Uso/01.%20TABELAS/INSTITUCIONAL?csf=1&web=1&e=IngusZ\r\n\r\nResumo:\r\n* Tratar o CNPJ do Órgão como alfanumérico;\r\n* Alterar a máscara do CNPJ do Órgão para AA.AAA.AAA/AAAA-99;\r\n* Ao gravar pessoa jurídica, armazenar CNPJ como tipo alfanumérico;\r\n* Ao gravar pessoa jurídica, armazenar os zeros à esquerda do CNPJ (até 14 posições)\r\n* Tratar o CNPJ alfanumérico, com zeros à esquerda, nas validações que comparam CNPJ (Exemplo: FA: 2.2.2, 2.2.3).\r\n\r\n\r\n', 'new_value': 'Adequar a funcionalidade Órgão -> Incluir quanto ao CNPJ alfanumérico, conforme artefatos:\r\n\r\n*Caso de Uso:* Manter_Orgao.docx\r\n*Versão:* 4.0\r\n*Disponível em:* https://prodeboffice365.sharepoint.com/:f:/r/sites/solues/Documentos%20Compartilhados/FIPLAN/Casos%20de%20Uso/01.%20TABELAS/INSTITUCIONAL?csf=1&web=1&e=IngusZ\r\n\r\nResumo:\r\n* Tratar o CNPJ do Órgão como alfanumérico;\r\n* Alterar a máscara do CNPJ do Órgão para AA.AAA.AAA/AAAA-99;\r\n* Ao gravar pessoa jurídica, armazenar CNPJ como tipo alfanumérico;\r\n* Ao gravar pessoa jurídica, armazenar os zeros à esquerda do CNPJ (até 14 posições)\r\n* Tratar o CNPJ alfanumérico, com zeros à esquerda, nas validações que comparam CNPJ (Exemplo: FA: 2.2.2, 2.2.3).\r\n\r\n\r\n'}, {'property': 'attr', 'name': 'subject', 'old_value': 'Tabelas / Classificação Institucional / Órgão: Adequação CNPJ alfanumérico (Pessoa Jurídica)', 'new_value': 'Tabelas / Classificação Institucional / Órgão / Incluir: Adequação CNPJ alfanumérico (Pessoa Jurídica)'}]",cf,271,,4.0
208509,1857969,Cristina de Souza Azevedo,,2025-05-09 18:28:40,"[{'property': 'relation', 'name': 'relates', 'new_value': '208503'}]",relation,relates,,208503
208509,1857975,Cristina de Souza Azevedo,,2025-05-09 18:31:52,"[{'property': 'relation', 'name': 'copied_to', 'new_value': '208514'}]",relation,copied_to,,208514
208509,1857977,Cristina de Souza Azevedo,,2025-05-09 18:32:11,"[{'property': 'relation', 'name': 'copied_to', 'old_value': '208514'}]",relation,copied_to,208514,
208509,1858044,Cristina de Souza Azevedo,,2025-05-09 18:59:46,"[{'property': 'cf', 'name': '221', 'old_value': '', 'new_value': '3'}]",cf,221,,3
208508,1857945,Cristiane Menezes S. Santos,,2025-05-09 18:18:39,"[{'property': 'relation', 'name': 'relates', 'new_value': '208504'}]",relation,relates,,208504
208508,1857949,Cristiane Menezes S. Santos,,2025-05-09 18:19:22,"[{'property': 'attr', 'name': 'subject', 'old_value': 'FIPLAN 2.0 – Tabelas -> Modificação -> Tipo de Recurso de Crédito', 'new_value': 'FIPLAN 2.0 – Manter Tipo de Recurso de Crédito'}]",attr,subject,FIPLAN 2.0 – Tabelas -> Modificação -> Tipo de Recurso de Crédito,FIPLAN 2.0 – Manter Tipo de Recurso de Crédito
208507,1857942,Cristiane Menezes S. Santos,,2025-05-09 18:18:23,"[{'property': 'relation', 'name': 'relates', 'new_value': '208504'}]",relation,relates,,208504
208507,1857948,Cristiane Menezes S. Santos,,2025-05-09 18:19:06,"[{'property': 'attr', 'name': 'subject', 'old_value': 'FIPLAN 2.0 – Tabelas -> Modificação -> Tipo de Alteração de Crédito', 'new_value': 'FIPLAN 2.0 – Manter Tipo de Alteração de Crédito'}]",attr,subject,FIPLAN 2.0 – Tabelas -> Modificação -> Tipo de Alteração de Crédito,FIPLAN 2.0 – Manter Tipo de Alteração de Crédito
208506,1857939,Cristiane Menezes S. Santos,,2025-05-09 18:18:19,"[{'property': 'relation', 'name': 'relates', 'new_value': '208504'}]",relation,relates,,208504
208505,1857934,Thiago Costa Vieira Borges Miranda,,2025-05-09 18:14:27,"[{'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '71'}]",attr,status_id,154,71
208505,1858016,Thiago Costa Vieira Borges Miranda,,2025-05-09 18:44:31,"[{'property': 'cf', 'name': '371', 'old_value': '2025-05-12', 'new_value': '2025-05-09'}, {'property': 'attr', 'name': 'status_id', 'old_value': '71', 'new_value': '73'}]",cf,371,2025-05-12,2025-05-09
208505,1858017,Thiago Costa Vieira Borges Miranda,,2025-05-09 18:44:38,"[{'property': 'attr', 'name': 'done_ratio', 'old_value': '0', 'new_value': '100'}]",attr,done_ratio,0,100
208504,1857915,Cristiane Menezes S. Santos,,2025-05-09 18:07:40,"[{'property': 'attr', 'name': 'subject', 'old_value': 'FIPLAN 2.0 - Migração - Revisão dos Padrões para Tabelas Básicas migradas - parte 7', 'new_value': 'FIPLAN 2.0 - Migração Tabelas Básicas SEPLAN - Parte 8'}]",attr,subject,FIPLAN 2.0 - Migração - Revisão dos Padrões para Tabelas Básicas migradas - parte 7,FIPLAN 2.0 - Migração Tabelas Básicas SEPLAN - Parte 8
208504,1857919,Cristiane Menezes S. Santos,,2025-05-09 18:09:52,"[{'property': 'attr', 'name': 'description', 'old_value': 'Demanda para adaptação de funcionalidades já migradas para o 2.0 para adequação a padrões definidos após a implantação.\r\n\r\n1- Manter Tipo de Crédito Adicional\r\n2- Manter Tipo de Alteração de Crédito\r\n3- Manter Tipo de Recurso de Crédito\r\n', 'new_value': 'funcionalidades a serem migradas para o 2.0.\r\n1- Manter Tipo de Crédito Adicional\r\n2- Manter Tipo de Alteração de Crédito\r\n3- Manter Tipo de Recurso de Crédito\r\n'}]",attr,description,Demanda para adaptação de funcionalidades já migradas para o 2.0 para adequação a padrões definidos após a implantação.rnrn1- Manter Tipo de Crédito Adicionalrn2- Manter Tipo de Alteração de Créditorn3- Manter Tipo de Recurso de Créditorn,funcionalidades a serem migradas para o 2.0.rn1- Manter Tipo de Crédito Adicionalrn2- Manter Tipo de Alteração de Créditorn3- Manter Tipo de Recurso de Créditorn
